id,network_transaction_id,region
bcc0d2f8-3617-4012-afa2-9fe6bc0076ff,384080554590653,hk
5b5226b8-89fc-443e-84fc-5a38f6c41afc,464080067079063,hk
908bf743-cb14-4f4f-b582-a1e2fb63d7ce,584080536848322,hk
9cb1fa03-2b48-49f3-878b-4d9498ed6ae3,384080137849192,hk
b5c15a81-a60f-499b-b7b8-23cee6698015,304080157595823,hk
32151501-62fd-4dd7-89b5-f4b5b0760dbf,584079845627965,hk
e0b7b12b-6a98-4286-872e-945d866b15c7,384080453922127,hk
d2d9a48d-1d61-4228-ad96-c27aab75423d,584080214213516,hk
9e6c4eb0-cd03-40b5-9ab5-1caec985194e,304080569894282,hk
32e991fa-7586-4951-9159-5ae7787344ec,584080096495885,hk
2f770299-a19e-45b6-95ed-ff7a21e151fe,464080169794147,hk
7c77f84c-00cc-495c-a2ff-935c6ce7b61b,464080500144270,hk
4bae9f33-bd44-4c44-9a5f-1ffc65f636ff,304080278461312,hk
86695d8a-58e7-43c8-b6cc-bc15c6251fc0,584080530842290,hk
c6711161-2e12-4051-be9a-c661402b5a99,464080452788471,hk
5b1672e9-027c-4048-8bbf-fb41c018b920,584080102586454,hk
330e9451-7a1f-4735-8774-9103825dfe10,384080575892299,hk
b798e6a0-9e0e-4378-bb36-daed984c2865,584080145405029,hk
443711ec-7111-49cc-b9bb-951ca7fb0277,384079767943902,hk
f323d873-849f-436b-ae6d-2a2d8c7e2719,584080119573551,hk
e791d879-55cb-4edb-85df-e9edc3acd005,384057340405681,hk
9e96eefb-db18-497e-8f94-62101275f964,384054561623901,hk
d0bc5a62-e62f-449e-ab4a-0584839621bc,384054560012155,hk
8b298e01-c12d-4268-9094-32223f968d0a,584085856552608,hk
2c913f15-c703-4d6b-a0b8-4f0a0fd18ae7,483304733030463,hk
ea5350ea-130d-438e-9a50-a352b7cdc84f,383272701193551,hk
70d58bcc-42e8-40ca-9093-668883e9a61e,463341037085691,hk
4c525e35-f620-4c56-b00e-2f433393763b,584007756227182,hk
e4178bdd-797f-421d-9296-77631df64e78,583272682713480,hk
8ff5d334-483c-4b99-a069-4a32befdf28f,483132471203617,hk
ba5f960e-3185-4dd0-9011-c13e7214c2b0,583331077978162,hk
2350f5d1-ec77-4904-9134-63f7c26662ca,483325629559774,hk
90ace2dd-42d2-4753-b069-94843d4b4fbf,483130323237495,hk
159d9efb-cb2d-4ec6-a2e3-7653dfd573ae,384080487064033,hk
0d10df1e-1a48-4e01-9e07-5d3eaf548b3a,304080465964797,hk
9bfb9697-1571-461a-a47d-5b908e632d0d,304080459002556,hk
1bfba64d-aa5d-433a-8d0a-01cffe6c964f,384080459775201,hk
5ce3851a-4662-4eb0-9c40-d2ef6184631b,384080458273817,hk
95787312-6502-49be-b5ce-ea8a25976b99,304080458619587,hk
a41331cd-9dae-4acc-a2b8-9398804116a0,584080450955674,hk
be03815f-5238-451c-b3ed-0f5f75c82abf,384080464509106,hk
1a1923d4-723b-4d43-8fd3-0370762d71b7,464079822533663,hk
9e9dcf4d-8f7c-4678-b67c-32475aea8a27,304079797637906,hk
b0a1654a-8a86-4796-81b4-43f1b2c82bb6,464080471700396,hk
0094b11a-c144-4d92-8d8a-8a2627f6fc3a,304080481590950,hk
d02d7960-ee1d-44ed-b5ad-61a91a49095b,584080464567443,hk
87f65583-86a4-47a2-b11f-0ab1a6b66ed8,584080458343945,hk
6ee4c4c3-ba1c-462d-bacf-7aeb2b3c6a29,584080480910481,hk
63d99e24-dd17-4a61-9822-9b5e942827f3,304080415462489,hk
6b290523-8a2d-4745-add0-68e001a01f66,304080494756148,hk
c501461f-9270-4eb4-9057-8da571ea01db,584079774103857,hk
10ada290-624c-47e5-aafc-a22ea2c91897,384080464956657,hk
0f946bdc-b4f9-454c-9ff2-5ac6751e0d8b,304079790870895,hk
d9f0e92c-d7da-4900-841a-1f8c202841b1,584080464807216,hk
79dc5a4d-e28a-4463-8652-226e0701fbce,384080494825768,hk
7e5630d0-5be1-4e38-a8bf-26cf823aaf90,384080463329499,hk
358744ec-f4f8-40b4-a93b-6995145cacaf,584080458662543,hk
4624b246-3418-4bcb-a429-2f72d6ccb4fa,384080452791566,hk
9880af6a-f379-463a-b0cd-18ba881874f8,304080458884892,hk
9b04038f-97db-416d-a43c-1eb591a21c60,384080464917026,hk
5b71408c-bc5a-4904-a729-52268c4ac649,304080458373393,hk
f3bbac3b-98ca-40b3-bf46-bfed6f344674,464080452469009,hk
1a061fa1-dc0c-4feb-be19-e69c8f75d3f6,464080463380447,hk
de4af6ec-23a4-408c-a503-07dd8d8039e0,584080486980095,hk
cfe348bd-a5c6-4584-b212-2e9c61ead1d6,464079838206611,hk
2f73804e-6874-431a-acfe-bd5c39355990,584080463234224,hk
7c5bb09b-c09e-4053-aa62-728ccba0c6e2,584080230002757,hk
4fa970a3-885c-4617-9e06-557c1fd669b5,584080223352052,hk
b1605042-0ada-4b12-a8e2-6005960d0578,384079838271388,hk
9251301c-aa0c-4534-b5b2-451f9027953c,584079768032078,hk
7c2229c4-d4aa-4901-8506-7664c1f9f6d9,304080457039635,hk
f3232d9a-ca69-4939-80ac-61520f469564,304080223927525,hk
d6f3c031-1a5c-4bc1-bee3-70bd65b84996,304080464546541,hk
9a4851f6-d481-4561-ba4a-3b1ca279b2b6,384080463449774,hk
18499489-e6ae-4c79-b0c8-4e38c998d3fe,584080488688070,hk
93305ba9-5ff2-4247-bd03-b76223c9e65a,304080457092986,hk
08940ec4-717c-4297-a0dc-aef5d90bd680,584080458434619,hk
a56f9b5c-ed84-460f-a3e7-609f4cc88dbf,384080459719512,hk
29d4c3b2-1a0f-4665-9d20-012b7089381e,384080457155995,hk
dfb93bd6-e03f-4832-a86e-ba4016eeaabf,304080458949408,hk
c3ab21a5-a970-4fda-8614-934b6a07f1f8,384080452193934,hk
5c67d01b-4398-48af-9c50-0a5ecb5a4ca0,584080465015900,hk
af734c44-84c9-47b9-ba94-b5870ce2f6cb,584080230064550,hk
9d4a56fa-5413-4a35-869a-0a0d762c5f0f,464080453621295,hk
0f7c7633-7586-4df8-aea4-815043ab2957,304080452199746,hk
99fceb26-1929-4deb-8de7-75c5ce867586,464080459893904,hk
218285a9-5467-4031-8d53-fb1a6a0ebcf4,464080464859278,hk
08cac203-32f3-443f-b046-d14311b4db16,584080458328215,hk
394bdd7a-35cd-435d-9ca4-5c60ff8fb5f3,304080458475468,hk
f5922c09-e0b8-40d9-80b4-228b36194f0c,464080458285655,hk
64f674eb-ae8e-492e-9ed5-b85fe86298a1,464080459830384,hk
0f59ba74-cb41-45cf-9783-9e8767c16e31,384079826130135,hk
1cbe860f-a85c-431c-9146-219b51361130,304080464733648,hk
9735ecd0-ae1b-4078-b16f-2dd28d367e0a,304080458543674,hk
eceefd13-679a-4c24-af43-58b7b049eed8,384080499754369,hk
ea487b96-c182-45d8-b193-3b81fdaa636f,304080458409798,hk
0c9d821f-e222-46f3-8c45-ad4c70c082b3,304080251725282,hk
948909f7-dac9-4d23-80cd-a97d4e19ffb0,464079786289347,hk
f1212ddc-8fdc-4cda-a1e4-651947756651,584079836825554,hk
56f24677-2475-4868-992e-0ce5e3b3660d,384080487688609,hk
02d2ae44-08fb-4327-a46d-b08e8df4af00,464080485461403,hk
129fe5cb-91b2-49a1-9317-a0afcf0b5429,464080500997603,hk
e1e12a3d-943f-45d7-ba8f-8407134cf516,304080251843423,hk
9d3d0159-3803-4bb9-ad8c-380db84beea4,384080264182187,hk
9ad1c899-8f80-489d-b051-ca816b5f4767,584080229503001,hk
843bc3fe-1195-474f-8f45-d70aa0bdcba2,304080493146995,hk
269ff065-2aea-4067-a325-1c130d2dc923,584079790763476,hk
25e61c2d-d9e0-418e-806d-55e42a4df1e2,384080251770014,hk
d4732141-86c6-4558-ab3c-ace46ef9b683,304079780235530,hk
b4fb35a0-5f05-49d3-acff-d4014d1a5f2d,584080488085007,hk
9c7ef421-ab8a-4505-8327-a78552da0d2a,584080229716602,hk
03279646-34a1-4bb9-9f0c-96ad1147668b,304080251608356,hk
dc457fd3-5bb8-4bc9-8468-d8b6b34630a4,304080485393236,hk
02b008f1-cf3c-49f7-9cee-ea277b31b45f,584080232834859,hk
9579f9b2-563b-466e-b0bd-c876a87ac8c1,584080421553020,hk
fcd86801-c1d1-44b2-b8f6-798d2a750892,304080500904110,hk
1ddaf9d3-d7b4-4d8f-a2ce-843f7ea23434,304080229662673,hk
fb807b1b-5a14-4d4b-a56a-65a6238f20eb,584080232735750,hk
e8975897-fbf8-46ff-93fe-eefe1fe4b407,304080004962601,hk
cff4c8bf-127f-4d8b-a611-bffd9dafdfab,384080004890512,hk
7ca5cce9-5af3-4bbc-8035-873e46b10705,384080479323389,hk
9bbc4c8c-55a4-4c62-989a-c3c6571a4598,464080468011623,hk
db36abbc-3c01-471d-8e9f-fd44d202ea3e,384080230723854,hk
4e6512c4-3138-4ead-9acd-116f52ab7bd4,464080264127609,hk
6b7455cf-6a5d-4cd9-8791-615691d42bed,384080229610026,hk
29741739-4488-40af-a897-40c9da748be9,304080232787793,hk
ba72b7fa-a3bf-45c7-b50a-b060737b9098,304080481997286,hk
16f7c67f-74ea-481d-b807-e373a3d0ba69,464080493884598,hk
d571adbe-5897-4543-8bd7-bab75f9647f2,304080264237577,hk
a4413355-e9ba-4456-ae05-206a31accea2,384080229550754,hk
c3086182-9079-49bd-9569-8ebd1136be3f,584080469520227,hk
6a8f9a9e-8a64-4fac-8fd5-3286c5c8cff6,384080251663667,hk
0024d655-a5ad-48e3-836a-7668547cb267,584080229441978,hk
5fe523c9-9ae1-4be7-b77c-16d837574468,384080493752748,hk
c8071ae9-6ea8-4e14-ab8b-058eb0ddfb12,464080493830610,hk
08a0a122-600b-404b-8e0a-74e09907d59b,464080493228019,hk
8e460bfd-bcd0-4f38-b9da-3de926bcca28,304079827294314,hk
62221cea-4c29-4794-affa-0f0e7d50eb87,304080518521126,hk
d1269ee0-89f4-4a4d-9a68-ae0a5bbe89d1,304080041605078,hk
a813876d-dcb6-4fbf-89c2-43a0d593ce4c,584080523961497,hk
8a989499-2299-4379-8520-078fd38db5f0,464080489868976,hk
d8cbd16a-0f75-415c-abf0-6b7fd47051d9,464080494278256,hk
a4022d44-e3bb-4c58-9835-b2bc654666ec,304080236955073,hk
f70c4e12-1716-4527-bae7-a1aeef994a83,384080530031226,hk
45e331a0-87b4-429e-ac35-7a431b981aec,584080481263056,hk
bd68c5a7-fc9c-4a28-9098-4cefd29bcd56,464080512447772,hk
6e16537d-dc22-48ac-9a0d-c784fc50006f,464079792433293,hk
b9f7ad4f-14c4-4f6c-a7d8-783bb9ce576d,584080237069811,hk
10f35211-4656-4fc7-87ca-f00cad2c78d3,304080236896368,hk
bc599c43-7f53-49e5-b4c5-f8e692025d31,384080491522034,hk
6612f2a3-b855-4854-ac37-8c84e99e0cfb,384080236823743,hk
f0b74150-a102-4c82-8e7a-0356f9bbe0cd,304080427652510,hk
e0249ad3-bc50-4da3-8bdf-937d14740a42,584080512378337,hk
2154a656-9450-462e-9b11-f46fbce6a3bb,584080494196134,hk
df2da70c-14f3-470b-80f4-07b69a77e30d,304080237003633,hk
bf88289d-84b6-4b19-8c07-a53bf9d8b4e2,584080238907753,hk
061a8124-9f73-4bf8-9164-93b2098a768d,384079851779413,hk
b83c1521-2739-48d4-9358-143e768e503c,304079766684197,hk
f21dd64d-913e-4a99-9565-1bf913351582,584080240169187,hk
6ea40981-908d-4296-961d-d49d7ed72e6d,304080518671908,hk
883cf086-203b-4d5c-b3ea-5c784c692fba,384080524749837,hk
45e5a01d-7e80-4970-8049-4dc4c6dc2127,584080240095023,hk
3e60402d-e6bb-4d9b-976e-0bb41c4ef2a3,384080512716299,hk
e4da424a-873c-488a-99d9-f35e48a5aa36,584080537023855,hk
db7d84a5-8ad3-42e8-a606-f4069f2bbfce,464080506368819,hk
9ef8277a-1154-4af8-9730-468e94ba4ef2,464080536118287,hk
9a08a71a-4463-4841-ab58-34bcafb85050,584079816708856,hk
01c307ac-c1fd-4e29-9b98-f65eef2d82db,584080524616842,hk
885bb968-6ad7-421d-be1d-5d2e99d67061,384080065965173,hk
bc1c3682-64ad-4e67-8bc6-8513a6d76b28,304080536174533,hk
015635c4-5c0f-4c61-8e5d-794d93fb059b,384080497610352,hk
1b09ef24-513b-486a-8597-0e3cdf20567c,464079798569132,hk
aea7dbae-ae9e-4a5d-9355-d0f611db63d6,304080495966581,hk
22ac311e-799c-4e9d-9113-048ff78e59f5,384080508875609,hk
a993b429-11d4-4597-9771-f3a53a067c04,464079772832261,hk
b53bde9f-84c4-4e17-ab86-ca0cbc9264a5,384080433744138,hk
b1718786-5273-4fbd-a6c7-1e9224101a32,304079798634770,hk
8bd8d6bd-4404-481f-9aff-c330fa7b4270,384080247573265,hk
93954fb8-2936-4c60-8d17-271642b43bef,304079772767159,hk
ae1a8253-49a9-4a42-a106-d3bf41380eea,384080549204969,hk
60e1467a-7460-4f11-a087-31c9b22721ec,584080439905833,hk
ad457566-d30d-4e23-b37f-974a114e788b,584080554693442,hk
2d2cf8de-a9b5-4cd1-9b4a-02d15aa0a22e,304080505485606,hk
907a21b6-ea0d-4ebe-b570-458629fdb941,304080195796785,hk
20dc430e-2740-4e08-9e29-b3849a3992c2,384080253655985,hk
06b652d7-694b-4ce2-a3a8-3868fcbce41c,304080544782286,hk
c8dd36bb-4818-4e4e-a366-dca7eac5dcfc,384079787621010,hk
df2af253-a8ea-446a-bbad-5165df723751,584080012228729,hk
48adfacd-edf8-4ef8-8c71-a224eaba501b,464080519911642,hk
f29ad1b5-34b3-41c4-84dc-47a0a3bc844a,304080524427793,hk
9740bc4c-0a33-4ecb-8eec-e4fb17350170,464080567407812,hk
7e24b0f6-c024-48c2-8683-ac42a926b824,584080525983472,hk
e1e74211-333c-4cbf-b121-8fa3216401bc,384079844435330,hk
eb940acd-cb32-447f-b7f2-dceca164c642,304080090408886,hk
75611b8c-d90b-4375-bb58-bee9c48991d2,584080516070267,hk
979ecb76-6962-4854-b1f2-ecfe5c9013b8,584080570975712,hk
f9fbbb6f-c86a-4707-8cc0-593eb5b03801,304080561332881,hk
71f1c0e0-4997-4427-a713-e82d0aa69d81,384079804741409,hk
b7c91646-67ee-4173-bfd8-dfdc47bdd57b,584079804694712,hk
5487a361-5dd0-4364-bed6-d381d0289080,584080539267954,hk
aaeac9fc-25ff-43bf-9a4c-b444b3473f07,384080439847348,hk
c296c387-12e4-4283-a662-1a797969fe36,464080551215969,hk
ee107352-ee51-45f6-b2e9-5990cdf3ba8b,584080522179573,hk
57224425-6608-49c4-8c8c-df44179ffde3,464080543123460,hk
6d6820a5-3d51-4098-917a-f91449937030,304080573500015,hk
ff5c00b3-c0ea-46c7-9f88-20a2e11eaf64,464080545741714,hk
402a6a25-1257-478c-90d5-b70128b01921,384080201954727,hk
86e157a3-7362-4a00-baa2-81bc98ef8584,304080445981545,hk
bf3811ec-fec9-4f8b-a3fa-04e188265f05,304080039939610,hk
dbf016e6-f988-47ce-a35a-abda7cf046eb,304080010859961,hk
19ae8f4d-f0e1-42da-8e37-806aabb7064b,464079816884655,hk
e3eb7c63-c523-4979-bd7b-cb45f1042294,384080551823219,hk
70185eb0-f073-4b83-8319-358658e8f8cd,464079806006925,hk
9bce9b31-98f7-4532-82b2-a677850150a6,384080539478876,hk
da462265-7d64-4527-92f4-922acbac0eab,584080561353275,hk
60aca04a-5889-4734-aae0-4c46b7e57c70,584080534328851,hk
a70b3c1e-f592-45ea-9c88-a38f6a8cf0ef,584080574305408,hk
c6ffe6c5-fced-4c39-acd1-c6ec6b64c588,304080202056021,hk
2eeaa86c-ad9e-42c7-9926-5a383aa49490,384079829025683,hk
2f450e02-34d6-4f5f-ae58-153cfb38f5e8,304080202007535,hk
504b3569-c26b-412a-ab2f-c6049973d198,464080559917355,hk
c49ebe75-e58c-4556-a7b1-d8f00ffa9f1c,384080528253728,hk
28937934-5228-49b6-b8c6-81422176d373,464080555275715,hk
d1eafe26-fc68-4060-aa73-444cb443d339,464080545540966,hk
da505d43-ea91-4e6d-be47-cab327312acc,304079806062707,hk
cc27978a-1c20-4c6f-a433-6f60cfe5957e,384080201871162,hk
5392f922-5a08-4a33-aec3-9216bcdfa732,384079793725549,hk
ff49d793-229a-48ee-9e97-4880f9d36da6,304079799806996,hk
7ffc19b4-457e-4462-a5c0-877930424ff8,464080551600202,hk
35db90c7-5213-40e6-bcae-8465e64c51f9,464080121613877,hk
141435fa-c166-478a-a689-e45429cf5b69,384080557925087,hk
b5b7e868-229f-4484-8530-5c0f239a13f0,464080545801418,hk
dc8eb1d7-76e5-4d93-a1ac-2362e26dff8b,304080208012784,hk
7bd21183-fd63-4733-a1ef-f951ae4f644f,584080208072655,hk
623ecbc9-e7e3-44f2-833c-3b7b5233ea57,304080552269121,hk
f4b69ebb-5d01-40d7-b30e-6bf02fee273a,464079841152749,hk
5a01886b-2c72-43f0-b2ca-fff443b671b7,384080079330345,hk
c3ac3025-ad27-4be0-af71-5669b9fb8b8e,304079835091381,hk
91be1a11-987b-4704-99dc-c55a5a0f55de,464080452074383,hk
9471007e-bf0a-4f1e-9ffd-01ca880d80b8,464080050503605,hk
a84e06a3-9409-4b36-9235-a683f81e24e4,464080563980018,hk
